14.239.218.32:49162:randomm:randomm;;;
14.189.55.189:49286:randomm:randomm;;;
14.181.153.15:49737:randomm:randomm;;;
14.190.21.60:49789:randomm:randomm;;;
14.188.180.84:50170:randomm:randomm;;;
113.177.106.23:50300:randomm:randomm;;;
113.177.106.66:50579:randomm:randomm;;;
113.177.106.170:50963:randomm:randomm;;;
113.177.106.191:51022:randomm:randomm;;;
113.177.106.175:51469:randomm:randomm;;;
113.177.106.243:51531:randomm:randomm;;;
113.177.106.206:51899:randomm:randomm;;;
113.177.106.11:57543:randomm:randomm;;;
113.177.106.252:57925:randomm:randomm;;;
14.190.140.45:44736:randomm:randomm;;;
14.188.192.178:44771:randomm:randomm;;;
14.188.186.164:45043:randomm:randomm;;;
14.188.203.233:45303:randomm:randomm;;;
14.181.151.88:45623:randomm:randomm;;;
113.186.136.218:45775:randomm:randomm;;;
113.186.178.88:46216:randomm:randomm;;;
14.249.176.111:46303:randomm:randomm;;;
113.186.153.53:46581:randomm:randomm;;;
14.181.150.219:46786:randomm:randomm;;;
14.249.177.187:47122:randomm:randomm;;;
14.188.204.28:47492:randomm:randomm;;;
14.190.20.24:47554:randomm:randomm;;;
14.190.171.15:47944:randomm:randomm;;;
14.239.238.219:48197:randomm:randomm;;;
14.188.209.210:48406:randomm:randomm;;;
113.164.177.246:48671:randomm:randomm;;;
14.189.53.85:48956:randomm:randomm;;;
14.182.229.2:49106:randomm:randomm;;;
113.164.19.142:49429:randomm:randomm;;;
14.235.20.117:49625:randomm:randomm;;;
14.235.20.146:49815:randomm:randomm;;;
14.188.210.60:50001:randomm:randomm;;;
14.190.57.136:50493:randomm:randomm;;;
14.182.229.167:50581:randomm:randomm;;;
14.178.71.115:50802:randomm:randomm;;;
113.180.147.59:51050:randomm:randomm;;;
113.183.109.113:51414:randomm:randomm;;;
14.178.215.37:51540:randomm:randomm;;;
113.164.143.31:51955:randomm:randomm;;;
14.249.176.123:52087:randomm:randomm;;;
14.235.229.182:52291:randomm:randomm;;;
14.190.200.171:52633:randomm:randomm;;;
14.239.225.188:52981:randomm:randomm;;;
14.188.105.168:53087:randomm:randomm;;;
113.177.106.18:12948:randomm:randomm;;;
113.177.106.185:13047:randomm:randomm;;;
113.177.106.167:13390:randomm:randomm;;;
113.177.106.177:13621:randomm:randomm;;;
14.247.73.199:23094:randomm:randomm;;;
14.171.132.165:23301:randomm:randomm;;;
14.188.182.71:24985:randomm:randomm;;;
14.163.38.123:25207:randomm:randomm;;;
113.186.179.33:25357:randomm:randomm;;;
14.188.181.55:25553:randomm:randomm;;;
14.171.207.130:25946:randomm:randomm;;;
14.170.68.5:26478:randomm:randomm;;;
14.171.132.116:26601:randomm:randomm;;;
14.189.53.83:44925:randomm:randomm;;;
14.182.226.179:50059:randomm:randomm;;;
14.249.179.100:50454:randomm:randomm;;;
113.184.65.49:50612:randomm:randomm;;;
14.189.57.138:50785:randomm:randomm;;;
14.189.57.139:51000:randomm:randomm;;;
113.179.0.130:51295:randomm:randomm;;;
14.189.59.239:51554:randomm:randomm;;;
14.171.132.224:51820:randomm:randomm;;;
"203.162.108.22:17831:randomm:randomm"",""2026-01-13 10:41:20""";;;
"113.184.65.250,""pkwin | f8bet | 8qbet"",""2026-01-13 10:52:18""";;;
"14.188.187.241,""8qbet | hi88"",""2026-01-13 11:08:50""";;;
"14.255.123.91,8qbet,""2026-01-13 11:09:00""";;;
"14.178.215.17,""8qbet | check | rr | jun88"",""2026-01-13 11:12:11""";;;
"14.190.57.136,""50493 | 88vv 33win nohu | hi88 | mb66 | 8qbet"",""2026-01-13 14:07:01""";;;
"14.190.202.183,8qbet,""2026-01-13 14:48:31""";;;
"14.188.105.133,8qbet,""2026-01-13 14:51:29""";;;
"113.191.8.60,""8qbet | mb66 | hi88 | jun88"",""2026-01-14 02:18:43""";;;
"113.186.27.50,hi88,""2026-01-14 02:25:14""";;;
"42.116.94.233,""8qbet | mb | f8"",""2026-01-14 02:34:49""";;;
"113.164.19.136,""8qbet | mb66 | hi88"",""2026-01-14 02:35:31""";;;
"14.189.55.35,8qbet,""2026-01-14 02:46:16""";;;
"14.171.133.206,8qbet,""2026-01-14 02:51:43""";;;
"113.162.99.62,8qbet,""2026-01-14 02:52:20""";;;
"14.188.105.31,mb,""2026-01-14 02:59:02""";;;
"14.249.7.196,8qbet,""2026-01-14 03:16:20""";;;
"14.249.179.100,8qbet,""2026-01-14 03:20:44""";;;
"14.188.190.147,8qbet,""2026-01-14 03:23:42""";;;
"14.188.182.85,8qbet,""2026-01-14 03:27:20""";;;
"14.163.38.123,8qbet,""2026-01-14 03:39:48""";;;
"113.177.106.167,""8qbet | f8 | mb | junv1 | hi88 | c168"",""2026-01-14 03:42:30""";;;
"113.177.106.18,8qbet,""2026-01-14 04:01:50""";;;
"14.171.206.232,8qbet,""2026-01-14 04:02:43""";;;
"14.188.105.168,8qbet,""2026-01-14 04:03:36""";;;
"42.113.136.193,""qq | 8bqet | sc88 | check | 19026:randomm:randomm";;;
42.113.2.7:17198:randomm:randomm;;;
42.113.136.155:26227:randomm:randomm;;;
183.80.170.190:17059:randomm:randomm;;;
"113.23.117.19:10913:randomm:randomm"",""2026-01-14 04:05:10""";;;
"103.209.60.95,""f8 | jun88 | hi88 | f8bet | sc88"",""2026-01-14 06:06:20""";;;
"42.113.136.204,""hi | jun88"",""2026-01-14 06:12:17""";;;
"42.113.136.128,""hi | f8"",""2026-01-14 06:30:25""";;;
"113.186.27.233,""hi88 | c168"",""2026-01-14 06:41:46""";;;
"14.235.228.31,""hi88 | f8bet"",""2026-01-14 06:42:25""";;;
"1.52.250.238,""hi | f8"",""2026-01-14 06:47:06""";;;
"118.68.233.173,""hi | mb | 8qbet"",""2026-01-14 06:55:12""";;;
"14.188.187.27,""hi88 | f8bet"",""2026-01-14 06:57:30""";;;
"14.171.132.165,hi88,""2026-01-14 06:58:51""";;;
"1.52.221.38,hi,""2026-01-14 07:02:35""";;;
"14.243.131.181,""hi88 | f8bet | qq88"",""2026-01-14 07:02:42""";;;
"123.25.122.245,"""",""2026-01-14 07:04:48""";;;
"183.80.169.231,hi88,""2026-01-14 07:05:09""";;;
"14.235.229.36,""hi88 | f8"",""2026-01-14 07:05:22""";;;
"183.80.2.141,""hi88 | check | 8qbet"",""2026-01-14 07:06:10""";;;
"1.52.195.100,""hi88 | 8qbet"",""2026-01-14 07:12:04""";;;
"14.188.192.178,hi88,""2026-01-14 07:23:11""";;;
"183.80.221.250,""hi | f8 | f8bet | sc"",""2026-01-14 07:24:39""";;;
"113.177.106.66,""hi88 | f8bet | 8qbet | mb66"",""2026-01-14 07:34:10""";;;
"42.112.194.4,""hi | sc"",""2026-01-14 07:34:38""";;;
"160.25.76.37,""hi | sc88"",""2026-01-14 07:35:59""";;;
"14.225.66.135,""hi | 8q | f8 | gg | sc88 | sc | 8qbet | check"",""2026-01-14 07:36:19""";;;
"14.182.83.125,""8qbet | mb66 | 8kbet | c168"",""2026-01-14 07:41:33""";;;
"113.177.106.23,""hi88 | 8qbet | check | mb66 | c168"",""2026-01-14 07:41:48""";;;
"113.22.180.126,""hi | sc"",""2026-01-14 07:43:21""";;;
"14.187.215.107,HI88,""2026-01-14 07:43:23""";;;
"139.0.0.0,""Mobile Safari/537.36 OPR/90.0.0.0"",""2026-01-14 07:51:10""";;;
"14.166.31.95,8bqet,""2026-01-14 07:53:54""";;;
"14.187.214.152,test,""2026-01-14 08:02:53""";;;
"103.77.182.164,""f8 | 8q | SC"",""2026-01-14 08:02:55""";;;
"183.80.41.156,""f8bet | 8qbet | check"",""2026-01-14 08:06:08""";;;
"14.188.191.195,8qbet,""2026-01-14 08:06:10""";;;
"42.117.104.17,""8qbet | check"",""2026-01-14 08:07:01""";;;
"58.187.111.233,""f8bet | hi88 | 8qbet"",""2026-01-14 08:10:53""";;;
"14.235.228.3,f8,""2026-01-14 08:17:50""";;;
"14.171.207.36,8qbet,""2026-01-14 08:19:55""";;;
"143.0.0.0,""Mobile Safari/537.36 OPR/92.0.0.0 | Mobile Safari/537.36 OPR/92.0.0.0'"",""2026-01-14 08:20:16""";;;
"14.187.216.48,""f8bet | sv88 | new88"",""2026-01-14 08:22:15""";;;
"183.80.93.1,""8qbet | hi"",""2026-01-14 08:22:45""";;;
"157.66.158.180,""f8 | sc88 | C168"",""2026-01-14 08:25:28""";;;
"14.247.72.252,f8bet,""2026-01-14 08:26:12""";;;
"1.55.192.6,""f8bet | 8qbet"",""2026-01-14 08:35:37""";;;
"103.39.125.48,""f8bet | sv88 | sv66 | 8q | sc | sc88"",""2026-01-14 08:38:36""";;;
"113.177.106.238,8qbet,""2026-01-14 08:46:27""";;;
"103.57.128.21,""f8 | sc88"",""2026-01-14 08:55:49""";;;
"157.66.159.30,""f8 | sc88"",""2026-01-14 09:10:35""";;;
"1.55.64.170,""f8bet | 8qbet | hi88"",""2026-01-14 09:10:45""";;;
"113.177.106.244,""8qb et | 8qbet"",""2026-01-14 09:19:51""";;;
"1.52.186.90,""f8 | sc"",""2026-01-14 09:20:02""";;;
"103.15.94.40,""f8 | 8q | sc88"",""2026-01-14 09:24:23""";;;
"118.68.196.47,""f8bet | 8qbet | hi88 | mb66 | sc88"",""2026-01-14 09:25:30""";;;
"42.113.136.181,f8bet,""2026-01-14 09:27:50""";;;
"14.187.215.118,""f8 | test | sc88 | sc"",""2026-01-14 09:31:36""";;;
"163.47.30.65,""f8 | hi88 | pkwin | 8qbet | qq88 | sc | go99"",""2026-01-14 09:42:34""";;;
"113.177.106.240,8qbet,""2026-01-15 02:19:30""";;;
"14.182.83.171,""f8bet | hi88 | 8qbet | MB66 | qq88 | 32 | c168"",""2026-01-15 02:28:42""";;;
"183.80.34.129,""8qbet | hi | sc | pk"",""2026-01-15 02:29:24""";;;
"42.113.212.48,hi,""2026-01-15 02:45:23""";;;
"14.182.83.28,""hi88 | 8qbet | mb66 | qq88 | f8bet"",""2026-01-15 02:54:11""";;;
"1.55.128.140,8qbet,""2026-01-15 03:07:21""";;;
"118.68.233.7,""8qbet | hi88 | mb66 | f8bet | qq88"",""2026-01-15 03:18:00""";;;
"42.112.55.216,""mb | 8qbet | new | qq | sc"",""2026-01-15 03:20:31""";;;
"42.112.194.6,8qbet,""2026-01-15 03:29:20""";;;
"183.81.81.220,""mb | 8qbet | check"",""2026-01-15 03:36:11""";;;
"113.186.178.213,""8qbet | check | xx88"",""2026-01-15 03:38:03""";;;
"113.186.178.192,8qbet,""2026-01-15 03:42:02""";;;
"1.54.163.156,""hi88 | check"",""2026-01-15 03:49:48""";;;
"14.187.213.148,""test | f8bet | sc88"",""2026-01-15 04:04:30""";;;
"14.187.215.123,""hi88 | qq | sc"",""2026-01-15 04:10:02""";;;
"14.178.215.99,8qbet,""2026-01-15 04:15:53""";;;
"14.188.183.182,8qbet,""2026-01-15 04:21:13""";;;
"14.187.213.197,""hi88 | 8qbet"",""2026-01-15 04:23:46""";;;
"14.187.216.137,""hi88 | f8bet | qq88"",""2026-01-15 04:26:14""";;;
"58.187.157.7,""hi | 8qbet"",""2026-01-15 04:32:43""";;;
"14.187.215.129,hi88,""2026-01-15 04:33:18""";;;
"14.189.59.74,""8qbet | hi88 | qq88 | 14196:randomm:randomm";;;
14.182.82.162:14280:randomm:randomm;;;
14.182.82.185:16553:randomm:randomm;;;
14.182.82.114:17725:randomm:randomm;;;
14.182.1.39:29962:randomm:randomm;;;
14.188.244.121:30361:randomm:randomm;;;
14.182.83.231:32872:randomm:randomm;;;
;;;
"📊 Tổng: 96 | ✅ Sạch: 7 | ⚠️ Trùng: 89 | ❓ Lỗi: 0"",""2026-01-15 04:39:50""";;;
"1.52.138.135,""8qbet | hi88 | mb66 | f8bet | qq88"",""2026-01-15 04:40:43""";;;
"113.167.128.254,""8qbet | rr88 | check"",""2026-01-15 04:43:45""";;;
"1.52.195.139,""hi | pk | qq"",""2026-01-15 04:56:45""";;;
"14.190.56.94,8qbet,""2026-01-15 05:01:10""";;;
"113.183.109.250,""8qbet | c168"",""2026-01-15 05:04:04""";;;
"14.182.0.169,8qbet,""2026-01-15 05:09:11""";;;
"58.187.168.31,hi,""2026-01-15 05:10:16""";;;
"14.182.82.182,8qbet,""2026-01-15 05:11:22""";;;
"42.119.232.49,""HI88 | qq88"",""2026-01-15 05:16:16""";;;
"113.22.13.210,hi88,""2026-01-15 05:19:04""";;;
"14.182.82.185,qq88,""2026-01-15 05:32:55""";;;
"14.182.82.114,""qq88 | qq"",""2026-01-15 05:35:13""";;;
"14.182.1.39,""29962 qq88 | qq88"",""2026-01-15 05:37:00""";;;
"14.188.244.121,qq88,""2026-01-15 05:39:12""";;;
"123.17.9.251,qq88,""2026-01-15 05:39:32""";;;
"1.53.28.28,""qq | sc | 8qbet | check"",""2026-01-15 05:40:41""";;;
"14.182.83.231,qq88,""2026-01-15 05:41:58""";;;
"42.112.190.250,qq88,""2026-01-15 05:42:58""";;;
"14.182.0.47,""qq88 | f8bet"",""2026-01-15 05:44:26""";;;
"123.17.8.48,""hi88 | qq88"",""2026-01-15 05:46:31""";;;
"171.236.169.153,qq88,""2026-01-15 05:52:22""";;;
"14.190.140.190,""qq88 | f8bet"",""2026-01-15 05:54:33""";;;
"183.80.93.6,qq,""2026-01-15 05:54:39""";;;
"42.115.253.213,qq88,""2026-01-15 06:01:35""";;;
"14.190.207.160,qq88,""2026-01-15 06:01:57""";;;
"42.113.136.198,qq,""2026-01-15 06:02:39""";;;
"118.71.203.253,""qq88 | hi88 | mb66 | f8bet | 8qbet"",""2026-01-15 06:03:19""";;;
"14.182.82.21,qq88,""2026-01-15 06:10:27""";;;
"183.80.178.138,""qq | hi | 8qbet"",""2026-01-15 06:11:27""";;;
"123.27.206.177,qq88,""2026-01-15 06:20:00""";;;
"113.181.208.35,qq88,""2026-01-15 06:25:49""";;;
"14.247.55.205,qq,""2026-01-15 06:26:33""";;;
"183.80.73.64,qq88,""2026-01-15 06:27:03""";;;
"113.191.30.148,""qq88 | 8qbet"",""2026-01-15 06:28:18""";;;
"183.80.204.177,""mb66 | hi88 | f8bet | 8qbet | check"",""2026-01-15 06:31:24""";;;
"183.80.239.10,""qq88 | hi88 | mb66 | 8qbet"",""2026-01-15 07:02:05""";;;
"163.47.30.31,""f8 | qq88 | sc | check | go99"",""2026-01-15 07:18:57""";;;
"1.52.194.55,""qq | mb | f8"",""2026-01-15 07:20:10""";;;
"118.71.115.5,qq,""2026-01-15 07:32:50""";;;
"14.229.217.152,""qq88 | 8qbet"",""2026-01-15 07:33:28""";;;
"103.164.226.106,""f8 | gg88 | sc88 | sc | go99 | check"",""2026-01-15 07:40:13""";;;
"142.0.0.0,""Mobile Safari/537.36 OPR/91.0.0.0 | Mobile Safari/537.36 OPR/92.0.0.0"",""2026-01-15 07:43:36""";;;
"138.0.0.0,""Mobile Safari/537.36 OPR/89.0.0.0"",""2026-01-15 07:49:43""";;;
"14.187.215.158,f8bet,""2026-01-15 07:51:16""";;;
"14.187.213.215,f8,""2026-01-15 08:09:07""";;;
"103.190.81.86,""f8 | sc88"",""2026-01-15 08:09:57""";;;
"14.187.213.111,f8bet,""2026-01-15 08:17:11""";;;
"14.187.218.198,f8,""2026-01-15 08:20:32""";;;
"42.112.190.80,""qq88 | f8bet | hi88 | 8qbet"",""2026-01-15 09:05:28""";;;
"14.187.213.214,f8bet,""2026-01-15 09:32:40""";;;
"14.187.200.179,f8bet,""2026-01-15 09:37:33""";;;
"14.187.212.246,8qbet,""2026-01-15 09:37:37""";;;
"42.119.176.48,""8qbet | mb66"",""2026-01-16 01:58:08""";;;
"118.71.33.248,""check | 8qbet"",""2026-01-16 02:04:34""";;;
"118.71.247.228,""check | 8qbet"",""2026-01-16 02:05:51""";;;
"1.54.72.108,""check | f8bet | hi88 | qq88 | 8qbet"",""2026-01-16 02:09:52""";;;
"58.187.168.159,""8qbet | sc"",""2026-01-16 02:31:39""";;;
"1.54.72.119,8qbet,""2026-01-16 02:34:04""";;;
"222.254.101.120,""mb | 8qbet | sc"",""2026-01-16 02:41:01""";;;
"14.255.122.234,""qq | hi | 8qbet | sc"",""2026-01-16 02:56:06""";;;
"58.186.63.176,""check | sc88"",""2026-01-16 03:06:38""";;;
"113.22.180.133,""hi88 | qq88 | f8bet | mb66 | 8qbet | sc88"",""2026-01-16 03:06:55""";;;
"14.255.123.106,""hi | sc"",""2026-01-16 03:24:49""";;;
"1.52.194.161,""hi88 | f8bet | mb66 | sc88"",""2026-01-16 03:39:10""";;;
"113.164.251.213,hi,""2026-01-16 03:48:58""";;;
"222.254.103.191,""hi | sc"",""2026-01-16 03:51:25""";;;
"14.239.218.68,""mb | sc"",""2026-01-16 05:14:33""";;;
"42.112.177.92,""hi88 | f8bet | mb66 | sc88"",""2026-01-16 06:24:21""";;;
